Görüş,Durum
"Hızlı kargo,ürün istediğim renk geldi. Ben mercan renk aldım ..Güzel paket yapılmış. Kahveyi pişirmesi güzel diğer basit elektrikli cezveler gibi hızlı değil.Ör.Tek kişilik kahve diğerinde 1 dk.da hazır,Arzum okkada ise bu süre yarım ila 1 dk.arası daha fazla. Böylelikle közde gibi yavaş pişmesi tadını artırıyor..Köpüğü ise şekerli kahvelerde daha fazla... ikiden fazla kahve yapacaksanız hazır ikazı gelince köpüğünü fincana alın,makinaya koyun düğmeye basın tekrar hazır ikazı gelince tekrar butona basın pişirmeye devam etsin.ikazdan sonra fincanlara koyun. 

Kullanıcılara önemli bir tavsiyem ise gelen kaşığı kullanmayın kahve fazla geliyor,tatlı kaşığı ideal ölçüde.
Cezvenin iki agzı olması kullanım için güzel düşünülmüş.
Makina çok şık,cezvede süt pişirmeyin tabana yapışıyor temizlemesi zor oluyor. Umarım sizlere bu yorumum faydalı olmuştur.",Olumlu
Arkadaşlar ürünü almadan önce bende düşündüm gelirmi ve ya sıkıntı çıkar mı diye üründe sıkıntı yok yanlız şarjı 1 günü zor çıkartıyor tek sıkıntısı şarjı bide usb girişinde bulunan plastik kapak çok kalitesiz ve hemen kopuyor.,Tarafsız
Bu fiyata yuksek performans beklemeyin laf olsun diye alıncaksa alınabilir onun dısında islevsiz,Olumsuz
"Ürünü daha kullanmadım bişey diyemem ama kargo 2-3 gün denmesine rağmen
13. Günde teslim edildi kargoyu getiren beyefendi 13 gün bizi bekletiyor
ses etmiyoruz ancak kendisi bizi 15 dk bekleyemiyor üstüne üstlük bir de
tehdit ediyor bırakmadan giderim diye",Olumsuz
"iyiki Vestel almışım, hiç sorun çıkmadı, elektrik faturası çok gelir diye korkmuştum ancak %20 düştü. çooooook kullanışlı, 4 yıldır kullanıyorum.",Tarafsız
"Bu makine kesmiyor. Sadece saçınızı tarıyor, aradım yağlayın dediler ama yine de fayda yok. Servisi arıyorum açan dahi yok.",Olumsuz
ürünü aldıktan 1 gün sonra ürün 60 tl inidirme girdi.,Olumsuz
ÜRÜN ÇOK BAŞARILI,Olumlu
bu ürünü 4 yıldır kullanıyorum çok memnunum yedek olsun diye tekrar aldım,Olumlu
aradığım telefon,Olumlu
arkadşalar yorumlara bakarak kararsız kaldım 2 tane birden aldım fakat beklediğim gibi olmadı çok sık bağlantı kopması oluyor durduk yere ve bağlantı kopunca saat 00.00 diye gözüküyor ya tekrar bağlayacaksın yada şarja takacaksın ki düzelsin,Olumsuz
abi bu nedir ya. kokusu bayılttı. ucuz parfüm ama çok güçlü koku. kullanamadım bir daha.,Olumsuz
"ürünü dün kullanama fırsatım oldu görüntü ve estetik çok güzel fakat kablosuz iletişim konusunda sınıfta kaldı. 10 metrelik bi mesafede arada sadece duvar olan bir alanda maksimum 3 tırnak cekmektedir. Biraz daha mesafeyi açtıgımızda sinyal gitmektedir. Alacak olan arkadaşların bunları göz önünde bulundurmalarını isterim.
Bazı arkadaşlar iyi güzel demişler ama kullanım amacına göre değişiyor sanırım.",Olumsuz
Ürün göründügü gibi ve kaliteli. Fiyatı da uygun. Tavsiye ederım..,Olumlu
ekonomik ve kaliteli...anında elinize geçiyor... tşk ler hepsiburada...,Tarafsız
fiyat uygun renk harika kullanışlı bi makina teşekkürler trendyol karaca,Olumlu
kullanım yapmadim,Tarafsız
Çocuklar için dayanıklı ve ucuz bir cihaz ama büyüklükler asla yeterli gelmez.Amacınıza yönelik alabilirsiniz ama performans açısından zayıf,Tarafsız
"Bu fiyata bu kadar diye bile düşünülemeyecek kadar kötü bir kulaklık. Sağ kulaklık çok az ses veriyor, jackı oynatırsam biraz düzeliyor. Sürekli bir cızırtı var. incecik kablosu var. mikrofonu direkt aşağıya sallandı. 2. elmiş  gibi hissettim. Bu para bile verilmez.",Olumsuz
"Başarılı bir ürün, balık kızarttık, çok güzel oldu. Tavsiye ederim.",Olumlu
İndirimdeylen aldık gayet iyi ısıtıyor çok çok iyi bir makine,Olumlu
Kurulumunu üzerinden 24 saat geçmeden F 04 arızası verdi. Kuran kişi arıza yaptığı gün karşı komşuya geldi durumu anlattım ilgilenmedi bir şey yapamayacağını ama ateşleme bijilerinin değişmesi gerektiğini söyledi . Nasıl olursa daha yeni alınan ve 1gun bile kullanmadan arıza verir anlamadım.  Alacak kişiler iyi araştirmalı,Olumsuz
Memnun kalmadım. Orijinal Samsung marka değildi malesef. Çok iyi benzetmişler orjinaline ama. Sitenizde orijinal yazıyordu ona güvenip almıştım. Pişman oldum,Olumsuz
"Ürünün motoru yandı. Haznesi kendiliğinden parçalandı. Kalite sıfır. Hiç
tavsiye etmem. Şimdi yetkili servise götürsem biliyorum ki kullanıcı
hatası diyecek Oysaki kesinlikle kendiliğinden bu hale geldi.",Olumsuz
Muhteşem bir makine fiyatına göre çok iyi,Olumlu
Izgaraları döküm değil,Olumsuz
sorun yaşamadan aldım verdiğim fiyata değer performans,Olumlu
Yakın zamanda jbl t210 ve sennheiser cx80s aldım. Karşılaştırma imkanım oldu. Fiyatları eşdeğer. Fakat jbl kesinlikle daha iyi. Buna emin olabilirsiniz. Mid tiz bass her yönden daha iyi. Ama uçurum yok tabi. Sennheiserın hafifliği ve kulakta yokmş hissi güzel sadece. Onun dışında fazlasını jbl de bulursunuz. Boşuna buna para vermeyin.,Tarafsız
Hayır beğenmedim bu yüzden iade ettim,Olumsuz
"Ürünü daha kullanmaya başlamadım.Uğur kalitesine güvenerek aldım.
İnşallah pişman olmayız.Ama surat kargo ile taşınması tam bir
facia.Devrilmiş bir şekilde geldi , ambalajı yırtılmıştı. Daha kötüsü
surat kargosu personelinin söylediği idi. Surat kargo ile taşınacaksa
aman internetten almayın.",Tarafsız
Ürünün içindeki dışında toz torbasi yoktu.Ekstra 1 tane daha toz torbasi olması gerekliydi bence,Olumlu
Çok çok kötü rezalet,Olumsuz
Kullanışlı bir ürün. Program sayısı yeterli.Çok pahalı ürünlere hiç gerek yok.,Olumlu
iyi bir ürün değil,Olumsuz
"ürün çok pratik kullanışlı.Smoothie yapmak çok kolay.tasarımı
harika.Spora giderken ya da bebeğiniz için yanınızda zevkle
taşıyabileceğiniz bir ürün.",Olumlu
"emsallerine göre çok iyi, teslimat hızlı, yetkili servis",Olumlu
Ürüne 10 puan trendyola 0 puan.,Olumsuz
Beş para etmez kesinlikle almayın hiç bir lekeyi çıkartmıyor deterjan bırakıyor beyazları bile morartti okadar yani hiç güzel değil kesinlikle almayın bin pisman oldum aldığıma,Olumsuz
Akıyor sürülmüyor,Olumsuz
"ürün çalışıyor. ama kargoda cok ozensiz bur magaza epilator almıştım 2si
yanyana koyulup köpüksüz kırılır etiketsiz göndermişler. epilatorde pek
sağlam gelmedi ilerde sıkıntı çıkarmaz umarım .",Tarafsız
"Hepsiburada aynı gün kargo ile ürün elime ulaştı. Paketleme ve kargo çok güzel.
Ürüne gelecek olursak, fiyatına göre fena değil. 3D videolar da fena değil, hatta kurtarıyor fiyat performansı bakımından. Ama 360 derece videolardan hiç bir şey beklemeyin!",Tarafsız
Çok kullanışlı. Izgara özelliğini de çok sevdim 👍👍👍,Olumlu
Ben sualtinda kullanmak icin aldim.kameranin ekran kalitesi dusuk oldugundan video/resimler kotu gibi gozukmekte fakat pc aktarinca goruntu kalitesi kotu degildir.Yanindaki aksiyonlarida sayarsak fiyatina gore makul bir urun.,Tarafsız
istediğim ürün değil görselden farklı,Olumsuz
"Ben başka bir yerden teşhir aldım. Soğutması güzel, malzeme kalitesi iyi, boyut ve hacim olarak da gerçekten çok iyi. Sorun olarak şunu belirteyim alacak olanlar değerlendirsin isterim, dolap kapılarını yaklaşık 110 derece açmanız gerekiyor ki sebzelik kısmına erişebilesiniz.",Tarafsız
guzel kullanışlı bir ürün tavsiye ederim,Tarafsız
filtresi çok çabuk kirleniyor performansı ilk günki gibi değil dikkatli kullanmamıza rağmen boruları kırıldı ucundaki başlığın ise hortumu çok çabuk yarılıyor.Ben beğenmedim bu ürüne bu fiyat fazla.,Olumsuz
ciddi isi olan almasin ssd hata verdi rezil olduk ortaokul ogrencisi icin ideal,Olumsuz
Ekran ışığı yok bilginiz olsun,Tarafsız
kırık geldiği için kullanamadık,Olumsuz
"Avantajlar : Sessiz
									,	
								
									Enerji tasarrufu<br />Dezavantajlar : Henüz bir dezavantaj tespit etmedik<br />Üründen çok memnun kaldık. Makine oldukça sessiz. Kulaklarımdaki sağlık sorunundan dolayı ses düzeyi benim için çok önemli bir konu ve bu açıdan oldukça tatmin edici. Ayrıca enerji tüketimi elektrik faturamıza da oldukça şaşırtıcı bir şekilde memnun edici yansıdı.",Olumlu
ürün pek beklediğim gibi gelmedi yorumlarda  sarjı 4 gün gidiyor deniliyor ama 1 gün gidiyor pek memmnun kalmadım,Tarafsız
"Hayır beğenmedim alt taraftan kırık çıktı üstelik fritöz çok geç
pişiriyor hiç memnun kalmadık sinbo gibi bir markaya yakışmadı bu 😠😠😠",Olumsuz
"Çok güzel nemlendiriyor ama kesinlikle kırışıklıklar ve morluklar için yeterli değil. birkaç kez gözüme kaçtı ve inanılmaz yaktı rahatsız etti uzun süre, göz kremlerinde bu hususa dikkat edilmeli kremin göze bir zararı olmamalı. bu yüzden bir daha tercihim olmayacak. bana kalırsa genç yaştakilerin göz altlarını nemlendirmek için kullanabileceği ideal bir ürün.",Tarafsız
Ürün çok kötü cıktı kullandıkca dahada kötü olduğunu fark ettim gövdesiyle mikseri uyum sağlamıyor,Olumsuz
Diğer çaycılara göre çok çok kullanışlı.çayı hiç soğutmuyor,Olumlu
ürün gayet guzel paketlenmis sekilde geldi. 9gun bekledim ama degdi. braun blender de en iyi marka daha ustunu gormedim. fakat urun fiyatina gore dusuk plastik kalitesi kullanilmis. ama performans konusunda rakipsiz,Olumlu
arnica markalı su filtreli elektrik süpürgesini üçledik. Daha önce bir alt modelini kendime aldım daha sonra aynısından bir adette annemlere aldım ve son olarak bu ürünü ablama aldım şiddetli tavsiye ediyorum. Arnica bu konuda gerçekten çok başarılı çok yüksek rakamlara bu tür ürünleri  almaya hiç gerek yok benden tavsiye.Bu ürünü kullandıktan sonra gerçekten suyunu dökerken temizlik yaptığınızın farkına varıyorsunuz,Olumlu
Henüz kullanmadım ama kaliteli görünüyor.,Olumlu
malzeme kalitesi - cam hazne - bıçak kalitesi ve ergonomi çok iyi... performans olarak yabancı markaları aratmıyor ancak fiyatı da keseye uygun,Olumlu
Çeyizim için aldım çok güzel bir ürün paketlenmesi çok iyiydi,Olumlu
ürünü 1 senedir kullanmaktayım ve çok memnunum evet ara sıra donmalar oluyor ama güncelleme yapıldığında sorunları olmuyo muhteşem bir telefon...,Olumlu
Ürün kırık geldi geri yolladım 17.5lira kargoya verdim bekliyorum bakalim para iadesi yaparlarsa yorumu tekrar düzenleyip bilgi veririm,Olumsuz
Bu TV de telefondan TV ye görüntü aktarımı yapan var mı ben yapamadım.,Olumsuz
"fiyatına değermi tartışılır sim kart özelliği olmadığı belirtiliyor
fakat saatin arkasını actığımda sim kart yeri bulunuyordu ama
çıkartılırmıştı ekranda bir kaç tane ölü pixel var ama uğraşmak
istemiyorum ondan geri göndermiceğim ama saat güzel",Tarafsız
Kesinlikle yorumlara bakıp almayın.sürmesi hiçte kolay değil ve inanılmaz akıyor.verdiğiniz paraya yazık oluyor,Olumsuz
Ürun guzel fakat icinden faturasi cikmadi  garanti icin fatura gerekli. Bu sorunun acilen halledilmesi gerekli.,Olumlu
Tavsiye edilicek ürüm ve satıcı. Teşekkürler longo teşekkürler hepsiburada.,Tarafsız
"Hibrit olması ve ön yüzünde USB girişi olması dışında  hiç bir artı
özelliği yok . Kumanda çok kçtü ve ince Kanal ayarlamak ölüm gerçekten",Olumsuz
Kullandığım en akıllı telefon. Beyaz rengi çok güzel asil bir renk. mp yeterli. ses kaydedicisi çok güzeç hoparlör çok net ses veriyor performansı iyi donma 1-2 kez yaşadım o da 1-2 sn o kadar.,Olumlu
"Ürünün bakır rengini aldım. Siparişi akşam verdim, 12 saat bile olmadan kargomu teslim aldım. Çok kullanışlı bir ürün, mutfağımda yer de kaplamıyor. Kahveyi taşırmadan, bol köpüklü pişiriyor.",Olumlu
Ürünu dün sipariş verdim en kısa zamanda gelmesini bekliyorum bekleyelim gorelim yorumlara bakilacak olursa guzel bir makina :),Tarafsız
Mouse geldi ve hiç memmun kalmadım.Koltuğun üzerine bile hareket etmiyor sadece düz zeminlerde hareket ediyor.İade etmek istiyorum fakat faturam kayıp.,Olumsuz
Telinin daha sert olacağını zannederek almıştım beklediğim gibi çıkmadı ama olsun yinede şekil vermek için ideal kargo süper hızlı zaten hızlıexpress mükemmel,Tarafsız
"Ürün normalde kullanılabilir. Ancak telefona çok yakından bakıldığından pikseller görünüyor ve seyir zevki istenen düzeyde olmuyor. Telefona çok yakından bakılmayacak bir yöntem geliştirilmesi ya da bu cihaz kullanılacaksa telefonlardaki piksellerin daha küçük hale getirilmesi gerekir, aksi halde bu ürünü kullanmak umulan seyir zevkini vermez. Bir de, ürünü 2016 öncesi Samsung J7'de denedim, bu telefonda ürünün kumandası çok fonksiyonel çalışmadı, sadece sesini artırıp eksiltebildi.",Tarafsız
Olumlu yönleri: iyi,Olumlu
"Arkadaşlar ürünü sekiz aydır kullanıyorum ve iki özelliği haricinde güzel bir ürün aslında. Birincisi rahatsız edici derecede fazla su damlatıyor ikincisi ise içindeki su çok aşırı erken bitiyor, bir gömleği ütülemek için ütünün içindeki suyu tamamen bitirdiğimi bilirim. Bence bu markanın farklı bir ürününü alın.",Olumsuz
Olumlu yönleri: Makine güzel manzemeleri kaliteli firma cok iyi tşk,Olumlu
Olumlu yönleri: Ürün sorunsuz ve hızlı teslimat.,Olumlu
Kesinlikle çakma belgelere bakmayın kalitesi berbat sadece biraz erken geldi amazzon üzdün beni.,Olumsuz
Kalitesi düşük ürün beş kuruş etmez. Paranıza yazık,Olumsuz
"ısrar üzerine başka birisine aldım. Ben olsam hayatta almazdım...kablo
50-60cm ben olsam hiç kablo koymazdım...demlik yeri berbat içi
plastik....yani hayatta amayacağım bir ürünü istemeyerek aldım...",Olumsuz
Muhtesem bir seyehat utusu. 8yildir kullanirim hicbirsey olmadi. Buharli ve woltaj ayarida var ulkeye gore,Olumlu
"Maalesef botec 600 piko n11 den aldım,yorumlara bakıp,cihaz kilitleme yapıyor,fişi çıkarıp takıyorsun,düzeliyor ,sonra tekrar görüntü gidiyor,göz yanmıyor,menü ayarlarında ayar yaparken,görüntü kayboluyor, kumanda işlem yapmıyor,hatta cihazı ne kumandadan ,nede üzerindeki düğmeden kapatamıyorsunuz,fişi çekip takarak düzeltiyorsunuz,5,6 gün sonra,hiç açılmadı,arızalı çıktı,kanal geçişlerinde donarak geçiyor,8 senedir kullandığım mini hd cihazım in yanında çok kalitesiz kaldı.Benim şansımamı bilmiyorum",Olumsuz
Kullanışlı ve şık bi ürün;),Olumlu
Arçelik en son model inox fırın aldım üstü vok başlığı dedikleri (geniş ağızlı ) sac komple yandı siyahlaştı ve Arçelik şuan diyor garanti değil ücretli değişeceğiz kesinlikle ürün alınmayacak bir firma,Olumsuz
"Ürünü açtık, fişe taktık ama ısınmıyor...Kontrol etmedenmi yolluyorsunuz, vallahi hanıma rezil oldum🙄",Olumsuz
ürünü cok arastrip almistim cok güzel bir blender seti cizilmeyi önleyici yüzük aparatida var tavsiye ederim alacaklara,Olumlu
arastırmalarım sonucunda almaya karar verdim fiyat aantajı olması sebebiyle mediamarket alacagım ...,Olumlu
ütü markasinda tek geçerim özellikle azur serisini.. kesinlikle alinmasi gereken bir ürün. tavsiye ederim. ütüyü sevdiren marka philips azur serisi.,Olumlu
"Ne günlük adımlarda ne de katıldığım yarışmalarda adımlarım düzgün sinkronize edilmiyor. Saat başka gösteriyor, app başka gösteriyor. Daha ewelden Charge 2 kullandım. Onda bu sorunları hiç yaşamadım.İki aydır fitbit servisi bu konuda beni oyalıyor. Ürünü ne geri alıyor ne de bir çözüm buluyor. Gönderdikleri mesajlarda sadece beni oyalıyorlar.",Olumsuz
süper hızlı kargolama ve sorunsuz ürün teşekkürler,Olumlu
Bende hem sivilceyi küçültmesi hemde biraz kapatıcılık özelliğinden yararlanmak için aldım. Fakat bu bildiğiniz fondöten. Hafif pütürlü olduğu için kesinlikle fondoten sürdüğünüz anlaşılıyor zaten renk farkıda oluşuyor. Ha benim için önemli değil derseniz ürün eh işte,Tarafsız
Alalı 1 ay olmadan bozuldu malesef servis e vermek zorundayım,Olumsuz
ürünü araştırdım. almaya karar verdim..,Olumlu
Fiyatına göre. Normal bir ürün .,Tarafsız
Ürünün enerji sınıfı F ve iç kısmı cam fanları motoru tüm aksamı görünüyo,Olumsuz
Kulaklık çıkmaması kötü neden böyle bişey yapıyorlar ama başka türlü bir sıkıntı YoK şık ve kullanışlı telefon o paraya şahane,Tarafsız
Çok kötü çünkü ürün yok çalışmıyor çünkü ürün yok,Olumsuz
Kesinlikle tavsiye etmiyorum. 1 senelik ürün suyu geç ıısıtıyor. Musluğu açıyorum devreye girmiyor. 2-3 dk su boşa akıyor. Birde ateşleme yaparken 10-15 sn çızzz diye rahatsız edici ses geliyor . Servis gelip bakıyor sorun yok diyor. Sesi duyuyor bunlar böyle diyor . Geç devreye giriyor diyorum. Bu modellerde böyle diyor . Komik,Olumsuz
Çok kötü ilgisiz amacsiz,Olumsuz
Ürün çok çok kötü.Hemen geri gönderiyorum.,Olumsuz
"Ürün elime çok hızlı ulaştı .
Öncelikle cihaz hakkını veriyor.Umduğumdan iyi çıktı.
Eksileri  lşık oranı çok düşük.İçerdekiler görünmüyor.
Ve zamanlama çalışmıyor. 1 dk ya kuruyorum.kapanmıyor mesela.Bunu göz önünde bulundurun.",Tarafsız
"Begendim suyu hizlica kaynatiyor,cay gayet guzel oldu👍🏼",Olumlu
Gayet guzel bir ürün cok pratik.,Olumlu
Fiyata göre Harika bir ürün,Olumlu
Isı güzel ama kullanılan malzemeler kalitesiz,Tarafsız
Güzel ürün tostlar başarılı.Ebat olarak çok yer kaplamıyor.Kalite fiyat olarak alınabilecek ürün tavsiye ederim,Olumlu
"Kuzenime aldım çok güzel ve kullanışlı. Herkese tavsiye ederim.
Ayrıca kargodançok çabuk geldi.",Olumlu
"Ürün açıklamalardaki gibiydi ancak kargo firması ile sorun yaşadık
kargoyu yukarıya çıkarmadılar binanın önüne attılar gittiler.",Olumsuz
Muhteşem bir ürün,Olumlu
bosuna paranızı çöpe atmayın hıc bır sey yapmıyr,Olumsuz
Kulaklık çok kötü,Olumsuz
İşinizi görür kullanışlı gözüküyor,Tarafsız
Eşime aldığım bu küçük arkadaş evi canavar gibi süpürüyor ben büyük süpürgeyle uğraşamam diyen eşler için mükemmel bir ürün. Erkeklere kolay gelsin 😂🧡,Olumlu
"Harika fiyat performans. Sessiz çalışma. Zamanında teslim. Daha ne diyeyim.
Umarım zaman içinde mutlu etmeye devam eder.",Olumlu
"Olumlu yönleri: Emiş gücü iyi

Olumsuz yönleri: Yorumsuz",Olumlu
Normal,Olumlu
Cihazın fanı  kırildı servis çağırdım 380tl aldı kredi kartı uzattım kredi kartı kullanmıyoruz dediler 380tl verdim fatura istedim artı KDV dediler şikayet ettim defalarca geri dönen yok artık benden günah gitti önce tüketici  Heyet-i sonra maliye peşlerini bırakmam nasıl büyük firma anlamadım,Olumsuz
